gene,gene_number,cpath,cost,x,y,z,cc,cc_size
Psap,160,"[6143, 14267, 16628, 23666]",1.7218886950001508,183.67638322293485,1820.5658734334584,0.0,1140,1
Ctbp1,24,"[6149, 13343, 17293, 19511]",3.8111800491953955,189.17631317506957,1921.2318009782762,0.0,1141,1
Eif4g2,38,"[6201, 7552, 12574, 19737]",2.7379889197580187,219.27460957124958,1903.970637071046,0.0,1142,1
Eif4g2,38,"[6209, 7564, 12586, 19743]",2.9851628006645083,224.01201032591894,1841.5930558060754,0.0,1143,1
Eif4g2,38,"[6211, 7570, 12591, 19748]",1.7325719120464012,226.8575956513438,1881.4486880237032,0.0,1144,1
Eif4g2,38,"[6224, 7584, 12599, 19753]",0.3969927278592911,232.57117767709858,1862.6931208317635,0.0,1145,1
Ctbp1,24,"[6230, 13406, 17396, 19580]",2.474556078697711,236.80974665054296,1849.7222055609855,0.0,1146,1
Rps15a,191,"[6249, 11938, 17772, 22849]",0.7185753369096884,111.81956836125659,1918.5666764942744,0.0,1147,1
Rps15a,191,"[6255, 11944, 17778, 22856]",1.0459329000488609,115.12347398386092,1843.2078449152548,0.0,1148,1
negative_control,1070,"[6256, 16139, 21897, 22528]",2.8118681860878247,115.51177732149176,1882.2960742648004,0.0,1149,1
Rpl18a,187,"[6259, 6825, 10758, 20776]",2.1125845100595386,119.91810999544546,1902.7952393095811,0.0,1150,1
Rpl18a,187,"[6260, 6823, 10756, 20774]",1.1958509345047907,119.44867911742404,1892.8467489098082,0.0,1151,1
Sdc4,202,"[6275, 7309, 10636, 11965]",1.2396792966721555,130.02294600178362,1853.2718494267779,0.0,1152,2
Prpsap1,156,"[6276, 11389, 15361, 21717]",2.1524630684876707,130.50727251302413,1878.064275601128,0.0,1153,1
Puf60,171,"[6278, 9294, 19403, 19783]",1.3874936077825106,130.442737612068,1912.49571816998,0.0,1154,1
Rpl18a,187,"[6282, 6846, 10768, 20825]",2.2012532369388595,134.70083801154865,1814.879972721254,0.0,1155,1
Rps15a,191,"[6290, 11988, 17811, 22905]",0.043456284064398415,142.67681858055775,1850.9445837496546,0.0,1156,1
Sfpq,206,"[7154, 11990, 16574, 18884]",2.0191394643449705,145.465252236357,1843.8870554257992,0.0,1157,2
Rps15a,191,"[6303, 11995, 17818, 22915]",0.5878705789903402,148.78272633853916,1833.9957574935333,0.0,1158,1
Puf60,171,"[6310, 9338, 19441, 19807]",0.29643036673139966,152.10049854108712,1798.1206126449779,0.0,1159,1
Sdc4,202,"[6311, 7378, 10667, 11999]",1.7402886358079868,152.16987736767732,1886.7338654153625,0.0,1160,1
Rpl18a,187,"[6316, 6875, 10790, 20882]",2.1897383175420684,156.13555486282326,1918.9254360453747,0.0,1161,1
Rpl18a,187,"[6320, 6879, 10793, 20883]",1.751005796351782,158.06231786152014,1867.594979529549,0.0,1162,1
Rpl18a,187,"[6324, 6882, 10796, 20890]",2.3730921720025933,159.494916526938,1800.5581750654476,0.0,1163,1
Rpl18a,187,"[6336, 6887, 10802, 20910]",2.335810981315795,167.3696186102669,1911.969710535176,0.0,1164,1
Rpl18a,187,"[6337, 6889, 10803, 20911]",1.4821538296285772,167.96591611667938,1917.2633970210393,0.0,1165,1
Rpl18a,187,"[6340, 6893, 10805, 20918]",0.715900668776175,170.01449216110967,1860.5691282697564,0.0,1166,1
Sdc4,202,"[6341, 7430, 10681, 12026]",0.328994217628799,170.11414944697003,1820.3749802178208,0.0,1167,1
Prpsap1,156,"[6343, 11445, 15430, 21774]",2.814991222184241,172.81113798443107,1927.6060192544203,0.0,1168,1
Sdc4,202,"[6344, 7438, 10683, 12028]",2.23162988792803,173.35071728274184,1850.2049328753228,0.0,1169,1
Ran,178,"[7453, 9387, 17535, 21781]",2.171728785978788,179.9662123379516,1922.133129419847,0.0,1170,2
Rpl18a,187,"[6357, 6905, 10820, 20945]",0.41829702360475934,180.1672852511328,1877.375608039903,0.0,1171,1
Sdc4,202,"[6363, 7457, 10690, 12039]",1.486947640468218,181.98520618086727,1914.5598831270304,0.0,1172,1
Rps15a,191,"[6384, 12058, 17875, 22979]",1.489578339437236,195.72205700931863,1882.1632796088234,0.0,1173,1
Puf60,171,"[6388, 9409, 19524, 19844]",1.4866448189152472,198.84940169958372,1921.880901748765,0.0,1174,1
Ywhah,266,"[6391, 13157, 16896, 18658]",0.9761957803534724,200.5003154604804,1868.8596315308944,0.0,1175,1
Rpl18a,187,"[6398, 6939, 10853, 21016]",3.587871104587684,204.49331204619503,1848.99739179432,0.0,1176,1
Rpl18a,187,"[6399, 6940, 10855, 21019]",3.76817687700527,204.9313988950746,1885.1711376898513,0.0,1177,1
Rpl18a,187,"[6410, 6948, 10861, 21034]",1.573865995668083,210.799536705494,1926.702938521104,0.0,1178,4
negative_control,1184,"[9082, 14841, 20438, 23005]",2.2834996886371903,211.01282546522697,1928.1683937014834,0.0,1178,4
Rpl18a,187,"[6411, 6954, 10867, 21042]",3.5484832351206146,212.5942299108177,1834.4257288359427,0.0,1179,1
Ywhah,266,"[6417, 13186, 16934, 18674]",0.0468670278596146,217.40820659475105,1864.4808360687662,0.0,1180,1
Sfpq,206,"[7234, 12091, 16674, 18990]",0.4985253227853212,218.86295613619325,1847.8840830623749,0.0,1181,2
Rpl18a,187,"[6424, 6967, 10873, 21063]",1.4098474091090725,221.16262535038018,1887.3065721535752,0.0,1182,1
Rps15a,191,"[6433, 12100, 17910, 23022]",1.3410050808196365,224.56482413146807,1874.3389312318068,0.0,1183,1
Puf60,171,"[6436, 9453, 19569, 19865]",3.192531581638043,227.73543225611587,1846.1188835023995,0.0,1184,1
Puf60,171,"[6437, 9454, 19567, 19866]",2.6284172757662945,228.292845751008,1833.1118246215497,0.0,1185,1
Rpl18a,187,"[6440, 6978, 10882, 21084]",1.8040920442567319,229.0425946001216,1837.9052908230642,0.0,1186,1
Rpl18a,187,"[6442, 6981, 10884, 21087]",3.815452352025567,229.98795791427122,1897.2580867564914,0.0,1187,1
Rpl18a,187,"[6444, 6982, 10885, 21091]",2.250735699240166,230.5296642151601,1852.1979557426312,0.0,1188,1
Rps15a,191,"[6449, 12115, 17919, 23035]",2.701431287782786,234.32489637833606,1854.7519186569198,0.0,1189,1
Vim,261,"[9787, 15313, 16380, 21412]",1.7875645780469709,236.41394416987862,1867.0212084218044,0.0,1190,3
Rps15a,191,"[6453, 12118, 17921, 23037]",3.986683321845465,235.77230948300524,1867.6566150667866,0.0,1190,3
Sdc4,202,"[6458, 7600, 10741, 12126]",3.585511014501925,241.15810325561418,1887.1857952371552,0.0,1191,1
Sdc4,202,"[6459, 7602, 10743, 12127]",0.8003481462383887,242.07299470691842,1904.9990071663058,0.0,1192,1
Arf1,6,"[6500, 13236, 18846, 21161]",3.3843097673606626,123.59413706592579,1888.4985119296289,0.0,1193,1
Arf1,6,"[6547, 13264, 18880, 21215]",0.39139111398930587,142.4028546563915,1816.8573718320981,0.0,1194,1
Srebf2,215,"[6570, 9193, 16225, 19651]",1.7146586476357468,152.2594710243363,1848.0976704911554,0.0,1195,1
Paics,137,"[6634, 11457, 14029, 17533]",3.063765734794186,178.67338608922472,1876.035837977553,0.0,1196,1
Gsto1,54,"[8534, 18075, 20627, 22955]",0.5660458506176148,182.6332571303962,1804.2590235924695,0.0,1197,2
Arf1,6,"[6643, 13329, 18932, 21293]",1.7136906725258165,183.12852128850568,1806.0963508021925,0.0,1198,2
Srebf2,215,"[6649, 9216, 16279, 19692]",1.1789033057380496,183.67791935309185,1887.3414314529593,0.0,1199,1
Srebf2,215,"[6660, 9219, 16290, 19697]",1.4240721616154344,188.16480832752072,1822.2566730934955,0.0,1200,1
Paics,137,"[6672, 11479, 14049, 17558]",2.758932339894012,191.68107098845357,1928.1452647439264,0.0,1201,1
Arf1,6,"[6692, 13357, 18952, 21329]",0.31344880651528,199.9630669347781,1896.6976682089307,0.0,1202,1
Srebf2,215,"[6710, 9239, 16323, 19726]",2.3716455290916807,207.39899410733784,1821.8158818713837,0.0,1203,1
Vim,261,"[9739, 15260, 16338, 21361]",0.49965839950447966,214.79296918525057,1869.4827040754092,0.0,1204,2
Arf1,6,"[6771, 13396, 19002, 21400]",2.0819102819383115,231.1961970398354,1880.7120962555762,0.0,1205,1
Arf1,6,"[6779, 13400, 19005, 21405]",2.225923518973226,232.7898234863303,1870.8035767070733,0.0,1206,1
negative_control,899,"[6816, 13915, 18374, 22861]",3.984078369911031,117.07055629560031,1864.7242812488498,0.0,1207,1
negative_control,910,"[6886, 12675, 17243, 18468]",2.2155411386550528,166.03859881116455,1874.7123879990286,0.0,1208,2
Nfe2l1,127,"[7004, 10915, 14407, 21146]",3.895355233271566,116.90666775086461,1895.5938790057673,0.0,1209,1
Timp2,229,"[7013, 13649, 19052, 21927]",1.779555589123925,125.01804020251404,1877.374672147515,0.0,1210,1
Timp2,229,"[7017, 13663, 19060, 21937]",0.2577124097876132,130.86900687395558,1844.9075929808787,0.0,1211,1
Nfe2l1,127,"[7025, 10960, 14498, 21202]",2.110573155671041,136.63869337192887,1854.376249965289,0.0,1212,1
Timp2,229,"[7035, 13699, 19095, 21985]",0.30380062439248345,144.18462466709934,1882.6023477194408,0.0,1213,1
Timp2,229,"[7036, 13701, 19097, 21986]",3.7694151641035036,144.69611088214822,1840.3807723187558,0.0,1214,1
Nfe2l1,127,"[7054, 11010, 14620, 21249]",2.780941763163124,161.37692845818847,1804.7764718945177,0.0,1215,1
Timp2,229,"[7069, 13767, 19152, 22078]",1.0971529300320373,179.32309103209178,1884.0430488895822,0.0,1216,1
Timp2,229,"[7080, 13804, 19187, 22132]",2.029159980031547,195.94095290923994,1853.1406580514213,0.0,1217,1
Timp2,229,"[7087, 13818, 19201, 22149]",2.9838653939619393,203.1931777750625,1859.9427774042665,0.0,1218,1
Timp2,229,"[7088, 13820, 19200, 22151]",3.0408081064393566,203.42312347854465,1836.1765284712178,0.0,1219,3
Rpl15,186,"[11092, 12294, 21815, 23303]",3.917398946207837,201.76461259192382,1836.8777750554605,0.0,1219,3
Timp2,229,"[7093, 13829, 19212, 22159]",3.2184218639151836,206.95044361560772,1826.7661293182616,0.0,1220,1
negative_control,501,"[7108, 18677, 21844, 23993]",3.9508287494281236,220.5729639032164,1912.974622463667,0.0,1221,1
Sfpq,206,"[7121, 11934, 16530, 18826]",1.075707681626569,109.38933672204793,1882.313420504854,0.0,1222,1
St13,220,"[7123, 9157, 11935, 13429]",2.6174505474618073,110.32761466574007,1840.0390604725449,0.0,1223,1
Sfpq,206,"[7124, 11937, 16533, 18828]",1.2577495221034984,111.2533784335632,1896.9080824051714,0.0,1224,1
Spon2,213,"[7125, 11746, 16731, 22301]",2.1338849378499143,110.54052205470772,1872.1556720821911,0.0,1225,1
Ssrp1,219,"[7129, 16705, 20772, 22532]",0.23993027665115496,118.59419607785256,1830.159450575472,0.0,1226,1
Sfpq,206,"[7144, 11980, 16562, 18868]",0.9239204132604674,137.17357717638987,1894.797052449426,0.0,1227,1
Csnk1a1,22,"[7159, 12461, 13283, 19118]",0.6129567413288094,155.5855434580104,1884.985305838508,0.0,1228,1
St13,220,"[7166, 9199, 12009, 13510]",0.4358311245892903,160.9062464753256,1811.8654016515682,0.0,1229,1
Sfpq,206,"[7170, 12014, 16597, 18911]",3.8747436054218007,165.03913105635934,1833.5110275352968,0.0,1230,1
Hif1a,57,"[7175, 17514, 18264, 22939]",1.1476881447628657,167.01834418221077,1824.2331006043942,0.0,1231,2
Sfpq,206,"[7177, 12025, 16604, 18914]",1.466816046564536,169.59899400492452,1834.6981171690986,0.0,1232,1
Sfpq,206,"[7181, 12029, 16612, 18918]",0.6070364401797336,173.68522328647134,1837.807190596006,0.0,1233,1
negative_control,2078,"[12030, 16838, 19482, 21274]",1.5859484126923595,174.5434294220504,1831.4014169595011,0.0,1234,2
Csnk1a1,22,"[7191, 12497, 13321, 19150]",3.417361690764427,178.59859369102176,1831.014214662026,0.0,1235,1
St13,220,"[7198, 9217, 12042, 13543]",3.2052646338788624,183.75033212942316,1804.7668604662108,0.0,1236,1
Maged1,82,"[12912, 16474, 18766, 22428]",0.09942777957706478,187.75569151501654,1855.2276071499427,0.0,1237,2
Csnk1a1,22,"[7208, 12517, 13344, 19170]",3.737266689645753,190.26905643601378,1805.0631265993286,0.0,1238,1
Sfpq,206,"[7212, 12056, 16640, 18941]",2.107180736038364,192.71280387850135,1826.3790749891741,0.0,1239,1
Sfpq,206,"[7221, 12064, 16651, 18959]",1.0761272205711956,202.79672267877234,1839.000809213151,0.0,1240,1
St13,220,"[7222, 9237, 12066, 13571]",3.2317080305830337,203.9128807236976,1911.4816635773768,0.0,1241,1
Ssrp1,219,"[7224, 16720, 21017, 22664]",0.35033457302181303,204.01678781354315,1859.1239811648084,0.0,1242,1
Sfpq,206,"[7230, 12081, 16668, 18980]",2.3725997130861782,213.34694269174918,1834.0631514372017,0.0,1243,1
Sfpq,206,"[7233, 12087, 16671, 18986]",3.2227638011320994,216.95361144049696,1832.6568925687038,0.0,1244,1
Sfpq,206,"[7243, 12105, 16688, 18998]",0.3429354905812187,229.61389551365284,1850.4175215769778,0.0,1245,1
Ran,178,"[7296, 9290, 17438, 21710]",2.542783179121115,125.21783133891415,1855.8658028525697,0.0,1246,1
Lamp1,74,"[7299, 10761, 12795, 15356]",1.5963393213190396,126.24633319817156,1851.9727957213404,0.0,1247,2
Lamp1,74,"[7307, 10763, 12802, 15360]",3.2073688728289698,129.48026144231125,1902.1420359008348,0.0,1248,1
Lamp1,74,"[7310, 10766, 12807, 15363]",3.2527591077663818,131.10271584651372,1885.6082071115877,0.0,1249,1
Lamp1,74,"[7334, 10770, 12818, 15371]",0.5141388852898843,136.42119602404293,1892.2931462121257,0.0,1250,1
Cs,20,"[7341, 11596, 13262, 20537]",1.6441461172850178,138.99297654107957,1903.6512737300563,0.0,1251,1
Lamp1,74,"[7360, 10780, 12838, 15385]",1.8701965351638354,144.66542616391803,1820.2256128275415,0.0,1252,1
Ran,178,"[7362, 9326, 17479, 21737]",1.3272501721638548,145.37876220123624,1883.7362224196127,0.0,1253,1
Lamp1,74,"[7363, 10781, 12842, 15387]",2.537268228572508,145.59805997553494,1860.1571159010896,0.0,1254,1
Lamp1,74,"[7364, 10782, 12844, 15388]",1.8910269333684038,146.36187020593087,1842.025272736786,0.0,1255,1
Ran,178,"[7367, 9331, 17481, 21739]",2.73369331437601,147.05120188982283,1815.5973184905433,0.0,1256,1
Ran,178,"[7383, 9340, 17492, 21749]",1.0847478366482295,153.02030491784444,1845.7960009257827,0.0,1257,1
Pla2g4a,145,"[7398, 16587, 19655, 20577]",2.897050305858581,157.63875699673594,1809.5800851957526,0.0,1258,1
Cs,20,"[7400, 11625, 13294, 20584]",2.35819070869019,159.6864181618962,1844.2414571347424,0.0,1259,1
Lamp1,74,"[7401, 10794, 12868, 15410]",1.7292131587892214,158.7648699423942,1912.1386866547452,0.0,1260,1
Lamp1,74,"[7441, 10807, 12889, 15432]",1.0698442826052585,173.66182411264194,1837.445907387498,0.0,1261,1
Ran,178,"[7458, 9389, 17540, 21786]",1.0098833846523192,182.12121404798188,1845.5071705077607,0.0,1262,1
Lamp1,74,"[7459, 10825, 12903, 15453]",0.9170259266775354,182.04985996450642,1834.928789454351,0.0,1263,1
Lamp1,74,"[7520, 10854, 12941, 15490]",2.218339805755426,204.62758529505146,1836.4682664451334,0.0,1264,1
Pla2g4a,145,"[7525, 16655, 19723, 20678]",1.4539320749873084,206.0377698561454,1827.8865527891119,0.0,1265,1
negative_control,1300,"[7549, 12325, 14092, 18988]",3.9226178151452453,218.06581918498136,1916.3892423305178,0.0,1266,1
Cs,20,"[7556, 11712, 13385, 20710]",0.7738932027214026,220.68667440995287,1841.6064670441692,0.0,1267,1
Cct5,10,"[7673, 15840, 16423, 19285]",2.765454518148725,133.58450232362702,1858.7796078939614,0.0,1268,1
Prmt1,153,"[7691, 13679, 21494, 23812]",2.28939189941419,138.22148418948234,1842.8702112639226,0.0,1269,1
Zfp36l2,270,"[7705, 17477, 18012, 20855]",2.0911630118357305,145.3261865620724,1823.483135104202,0.0,1270,1
Cct5,10,"[7708, 15876, 16431, 19292]",0.20672774553607048,146.43229415130423,1796.3347179369623,0.0,1271,1
Cct5,10,"[7712, 15880, 16434, 19294]",0.636439966122209,148.0614130113899,1807.9168707685583,0.0,1272,1
Cct5,10,"[7723, 15903, 16439, 19296]",3.4092539821899766,156.23737709729866,1901.5047190574928,0.0,1273,1
Prmt1,153,"[7736, 13739, 21535, 23865]",0.9268682622977448,162.57727997192802,1810.060144028353,0.0,1274,1
Zfp36l2,270,"[7739, 17510, 18043, 20902]",0.4464484603056679,164.9957863448337,1813.271433869289,0.0,1275,1
Cct5,10,"[7742, 15921, 16448, 19302]",0.1794423359624598,165.892715360879,1834.1313385586407,0.0,1276,1
Prmt1,153,"[7782, 13782, 21583, 23918]",3.8565630833917934,187.79013253107874,1919.1248767679247,0.0,1277,1
Zfp36l2,270,"[7800, 17561, 18103, 20982]",0.5210836814262576,193.2712161610005,1859.9925171216464,0.0,1278,1
Ppp2r1a,151,"[7804, 9052, 17059, 18773]",1.1873636615166876,195.61919441615117,1895.5590571610546,0.0,1279,1
Zfp36l2,270,"[7806, 17566, 18107, 20991]",1.9205628394504857,195.48254669944936,1855.1379222403389,0.0,1280,1
Zfp36l2,270,"[7810, 17570, 18111, 20997]",3.755346568933149,197.2344040584373,1859.2402625375885,0.0,1281,1
Cct5,10,"[7843, 16040, 16494, 19336]",1.2432699580323847,209.65428889037673,1865.5674188472117,0.0,1282,1
Cct5,10,"[7849, 16043, 16497, 19343]",2.460526147039882,211.8012320867967,1851.3498746493253,0.0,1283,1
Prmt1,153,"[7862, 13855, 21647, 23990]",2.197315027689479,219.0704728745166,1844.880002878142,0.0,1284,1
Cct5,10,"[7864, 16056, 16504, 19348]",2.553215576264229,219.1500370180476,1915.331363739877,0.0,1285,1
Cct5,10,"[7874, 16070, 16511, 19351]",0.6406889032685709,223.63983743996044,1854.7124840650836,0.0,1286,1
Cct5,10,"[7887, 16093, 16519, 19358]",2.833562134944823,233.25768602030433,1853.1531000095829,0.0,1287,2
Zfp36l2,270,"[7892, 17643, 18188, 21106]",3.7796882227734656,235.61891102746023,1894.2016181624526,0.0,1288,1
Prmt1,153,"[7910, 13899, 21690, 24040]",3.855433231181282,245.6741658575471,1883.2800734983782,0.0,1289,1
Mdh2,85,"[7960, 13467, 16559, 21486]",0.8308637946219785,135.23739741653293,1829.716328341557,0.0,1290,2
Tmbim6,230,"[7966, 12822, 14175, 23447]",1.4410994144627278,136.75600522780934,1819.3419799591547,0.0,1291,1
Loxl1,78,"[7969, 10967, 12192, 15604]",2.9737607586792016,139.08330532749775,1888.7735237375289,0.0,1292,1
Uba1,250,"[13047, 15609, 21975, 22255]",1.7555742852907659,141.1649595041743,1857.6839128553845,0.0,1293,2
Nucb1,131,"[7974, 8924, 17471, 22753]",2.425757832653117,140.17366816190204,1839.9703998614054,0.0,1294,1
Nucb1,131,"[7982, 8939, 17480, 22761]",3.7504192472979443,145.5521579942121,1858.9975807328638,0.0,1295,1
Mdh2,85,"[7983, 13487, 16579, 21512]",0.5618272695420155,148.21573234056734,1865.5084826564178,0.0,1296,1
Mdh2,85,"[7984, 13489, 16581, 21513]",0.3251896372653296,148.75016109862852,1825.4715750259445,0.0,1297,1
Skp1a,207,"[8002, 13991, 17826, 22588]",0.6478989449694644,154.327252729766,1919.3506272899358,0.0,1298,1
Tmbim6,230,"[8010, 12864, 14221, 23471]",3.9287178095738406,157.20214739423284,1831.8550842903344,0.0,1299,1
negative_control,713,"[8013, 9610, 12869, 16588]",1.636858468504568,158.16470172696063,1825.4913056717796,0.0,1300,1
Tmbim6,230,"[8041, 12891, 14255, 23483]",0.5796130979241557,174.5433040000393,1825.3575175619496,0.0,1301,1
Mdh2,85,"[8044, 13527, 16616, 21557]",1.2705835675802095,175.43688918691907,1923.547757360616,0.0,1302,1
Tmbim6,230,"[8053, 12902, 14262, 23489]",0.2982157833439235,180.417986426371,1891.117807972761,0.0,1303,1
Nucb1,131,"[8054, 9014, 17537, 22790]",1.710392746863822,180.94157555240872,1836.4487759874773,0.0,1304,1
Mdh2,85,"[8060, 13544, 16629, 21577]",2.072919922577963,183.97385649807225,1858.972793775475,0.0,1305,1
Tmbim6,230,"[8061, 12905, 14268, 23494]",1.406401834105448,183.7514710025967,1842.1940180341312,0.0,1306,2
Tmbim6,230,"[8062, 12907, 14273, 23498]",1.6310243373965938,185.356892912792,1913.2802361346246,0.0,1307,1
Loxl1,78,"[8079, 11077, 12279, 15702]",1.001727262797493,195.71707292949174,1864.8874263413768,0.0,1308,1
Mdh2,85,"[8084, 13567, 16643, 21604]",0.35024256859971065,198.26372391036446,1800.6934471671154,0.0,1309,1
Tmbim6,230,"[8088, 12928, 14303, 23513]",0.6393112903248817,200.50952183673243,1882.1297992992334,0.0,1310,1
Tmbim6,230,"[8103, 12946, 14330, 23524]",1.5939238324648357,210.32897006269573,1855.8354394655692,0.0,1311,1
Loxl1,78,"[8105, 11116, 12312, 15732]",0.20082545905223018,212.19931998650821,1879.3244127303778,0.0,1312,1
Mdh2,85,"[8131, 13599, 16693, 21677]",0.471763983718416,235.59654302821602,1895.8604669805754,0.0,1313,1
Mdh2,85,"[8136, 13605, 16698, 21682]",1.955823196175797,239.1201423174008,1861.725990674358,0.0,1314,1
Fkbp9,46,"[8153, 11845, 13230, 23560]",0.13584601474099728,119.06630443631776,1901.937816012596,0.0,1315,1
Myh9,118,"[8163, 8884, 15810, 23092]",1.0077837821899103,124.55915851530936,1914.1499667874223,0.0,1316,1
Myh9,118,"[8165, 8886, 15811, 23094]",0.3536404984572719,125.60475772593213,1875.8043173459516,0.0,1317,1
Myh9,118,"[8177, 8903, 15832, 23114]",0.9442625870863777,132.12124463763783,1841.0921828927903,0.0,1318,1
Thy1,228,"[8179, 19067, 19930, 22338]",3.7353077649691935,132.922092513822,1829.3007351152567,0.0,1319,1
Lrrc59,79,"[8182, 16761, 18614, 24071]",0.8200878748013221,134.01479720907483,1904.3131518763375,0.0,1320,1
Fkbp9,46,"[8184, 11856, 13257, 23579]",0.8722844918000167,135.8270569754113,1801.959168208886,0.0,1321,1
Thy1,228,"[8185, 19073, 19939, 22344]",3.757616956303176,135.86883184254177,1811.5406920437515,0.0,1322,1
Thy1,228,"[8188, 19083, 19945, 22352]",2.997733695617389,139.1630687793113,1886.0636220235742,0.0,1323,1
Ptgs1,169,"[8189, 9560, 13039, 13963]",1.3037973193848313,138.98988253872176,1819.330084526744,0.0,1324,1
Myh9,118,"[8192, 8925, 15859, 23141]",1.797969920828323,140.58477031618708,1825.0494178941324,0.0,1325,1
Myh9,118,"[8193, 8928, 15863, 23140]",3.155062235789953,141.03411842335248,1802.8428412562453,0.0,1326,1
Thy1,228,"[8194, 19089, 19950, 22358]",2.3362361272882257,141.8038656832329,1901.6682064904821,0.0,1327,1
Fkbp9,46,"[8197, 11863, 13266, 23596]",1.665009084975753,142.79457031138452,1838.9581412918442,0.0,1328,1
Ptgs1,169,"[8201, 9579, 13056, 13974]",0.277399099103694,145.2859422825888,1887.8315456559924,0.0,1329,1
Vim,261,"[9584, 15083, 16214, 21227]",2.2513214266043065,147.76028623205437,1803.704322958452,0.0,1330,3
Ptgs1,169,"[8208, 9589, 13063, 13985]",0.47933850231092245,148.8338942410622,1841.8619768532965,0.0,1331,1
Ssr2,217,"[8212, 9922, 17486, 18438]",0.39909071316919975,149.99862513717338,1870.4695757849818,0.0,1332,1
Myh9,118,"[8216, 8953, 15888, 23172]",3.4496455460906112,151.84238962585633,1903.0941629735685,0.0,1333,2
Ssr2,217,"[8219, 9929, 17491, 18442]",1.8940937366665391,152.60218998548726,1836.6622895107537,0.0,1334,1
Ptgs1,169,"[8227, 9609, 13078, 13994]",3.9552635655914337,156.46596344418293,1908.0049804951836,0.0,1335,1
Ptgs1,169,"[8235, 9622, 13090, 14007]",1.7482256774799845,163.17165003824977,1907.0765685068068,0.0,1336,1
Thy1,228,"[8237, 19131, 20008, 22388]",1.7219837931269781,165.48085827934517,1807.331225801188,0.0,1337,1
Ptgs1,169,"[8244, 9640, 13104, 14014]",1.186989467186958,169.65897289638363,1816.2375133644114,0.0,1338,1
Thy1,228,"[8251, 19139, 20025, 22399]",1.2861082662462486,172.46492027085748,1811.5192816868985,0.0,1339,1
Lrrc59,79,"[8255, 16836, 18641, 24117]",0.3500464058720123,174.6414670411649,1921.626881623727,0.0,1340,1
Ptgs1,169,"[8260, 9660, 13121, 14027]",3.6599624463265217,177.84563553910561,1900.788075734287,0.0,1341,1
Myh9,118,"[8265, 9008, 15959, 23231]",2.087548580126364,179.31281042072752,1926.9602538143258,0.0,1342,1
Thy1,228,"[8268, 19156, 20048, 22414]",1.231927965980224,180.895558135928,1915.4962025962864,0.0,1343,1
Thy1,228,"[8269, 19159, 20053, 22418]",2.157825872674467,182.98130585293023,1799.3365157573164,0.0,1344,1
Fkbp9,46,"[8274, 11892, 13332, 23670]",2.0249841818087138,185.06515932394962,1855.998542881765,0.0,1345,1
Thy1,228,"[8285, 19179, 20082, 22438]",3.889054197990947,192.66865246150562,1867.6992027656254,0.0,1346,1
Fkbp9,46,"[8288, 11898, 13347, 23678]",2.468266787865366,193.11418055144338,1904.1851668252282,0.0,1347,1
Lrrc59,79,"[8293, 16891, 18657, 24151]",2.406772118445339,198.2151709708088,1891.6390126024548,0.0,1348,1
Lrrc59,79,"[8300, 16899, 18661, 24157]",3.460000654772259,202.8988781048697,1819.7991057779761,0.0,1349,1
Ptgs1,169,"[8302, 9720, 13165, 14066]",0.9593395707028605,204.23004908341997,1902.3743656373167,0.0,1350,1
Thy1,228,"[8312, 19216, 20127, 22472]",2.1458273866883033,211.521161138463,1906.5390205046695,0.0,1351,1
Ssr2,217,"[8313, 10083, 17600, 18538]",2.598713997575452,212.37007685709676,1874.2500768293085,0.0,1352,1
Ssr2,217,"[8314, 10086, 17602, 18540]",1.8895071600279905,213.38914482175744,1829.333909017476,0.0,1353,1
Ssr2,217,"[8317, 10090, 17605, 18548]",0.5338383325709651,214.99090949590402,1868.8928491572879,0.0,1354,1
Thy1,228,"[8323, 19229, 20138, 22481]",2.964765117298262,216.9459915546943,1841.7893273942186,0.0,1355,2
Myh9,118,"[8336, 9107, 16067, 23368]",1.894315646881808,223.15477865003572,1840.0585937316268,0.0,1356,1
Myh9,118,"[8341, 9111, 16072, 23371]",2.6410001776788206,224.554653898618,1844.855319008943,0.0,1357,1
Lrrc59,79,"[8343, 16948, 18683, 24193]",3.579539577252552,226.7530753233079,1866.2023097481288,0.0,1358,1
Fus,47,"[11525, 16078, 17094, 20159]",2.2685647146457923,226.7530260038763,1899.3560207997264,0.0,1359,3
negative_control,1980,"[11827, 15527, 18342, 22495]",2.9549594394613723,227.4594038982551,1899.167596716226,0.0,1359,3
Fkbp9,46,"[8347, 11922, 13394, 23723]",3.077067451424057,229.64018274451118,1878.1925349239716,0.0,1360,1
Lrrc59,79,"[8350, 16958, 18686, 24201]",0.8761407883386579,231.9479156297155,1838.0696214292136,0.0,1361,1
Thy1,228,"[8354, 19251, 20170, 22506]",3.8444507264253027,233.63412780422016,1863.24741920823,0.0,1362,1
Myh9,118,"[8366, 9151, 16114, 23417]",1.957647816207147,245.45363125100596,1888.3344724253864,0.0,1363,2
Nap1l1,120,"[8369, 11551, 14129, 18202]",0.9247209086024835,106.78599645642049,1915.5839366352543,0.0,1364,1
Uqcrc1,256,"[8374, 13221, 17114, 20331]",2.1441170327809247,110.33273539782653,1886.2852090681065,0.0,1365,1
G3bp1,49,"[8381, 12375, 19375, 23430]",1.9325521657173304,113.82159201837943,1835.6904854934999,0.0,1366,1
